gene,signal
Gm12091,-0.000224
Gm15832,0.268121
Gm12861,-3.7e-05
X5330429C05Rik,0.001344
Gm11604,0.001667
Gm6689,-7.3e-05
A930041C12Rik,0.000139
Gm12200,0.000202
Gm15340,0.001895
Gm11846,0.00059
Gm12395,0.001024
Trp53cor1,-0.00033
Gm15601,0.001939
Gm14320,7.7e-05
Gm8091,0.005829
Gm13032,-3e-06
Gm12781,0.000177
Rtl1,-0.000109
Gm15888,-3.2e-05
X4933427I22Rik,-3.4e-05
Gm13421,-0.000824
Gm12648,0.000258
Tmem61,-0.002683
X2610307P16Rik,-0.051333
Ccdc42os,-0.000138
Cd63.ps,0.014029
Gm11201,0.06402
X1700003D09Rik,-6e-06
X2310014F06Rik,-0.003734
AA387200,0.000615
Gm14275,-0.000265
Gm13589,-0.039282
Gm12315,-0.000124
Gm15496,0.009819
X4930481B07Rik,-0.009122
Syna,0.000339
A930019D19Rik,-0.00036
Gm15904,-0.000349
Gm16984,0.000102
X2310016D23Rik,0.000106
Gm12530,0.005007
Gm15600,-0.002793
Gm15411,-0.139867
X1110028F11Rik,-0.060459
Gm14742,0.001226
Gm13572,-0.000104
Gm5970,0.347155
Gm12055,-0.000475
Gm12408,0.000271
X9530051G07Rik,-0.000782
X1700001G11Rik,-0.001915
Gm13403,0.000479
Gm16731,0.001944
Gm2788,-0.010283
A830012C17Rik,0.015127
AW822252,-0.000961
Gm13411,0.001671
Gm12493,0.00078
Gm13448,-0.000106
B230206L02Rik,0.000612
Gm7805,0.000271
Gm13293,0.029921
Gm8817,-0.030051
Gm15318,-0.006988
Gm15902,0.001885
Gm15706,-0.001316
X4833417C18Rik,0.00054
X1700084C06Rik,0.018207
Gm11872,-4.2e-05
Gm13179,2.2e-05
Rad51ap2,-0.000258
Gm11250,-0.000332
Gm12243,6e-06
Pax6os1,0.000144
Gm15929,5.8e-05
Gm15201,-0.000177
Gm12227,0.000307
Wipf3,-0.000553
X9530046B11Rik,0.000174
Gm12735,0.024381
Gm16045,-0.000888
Gm11802,7.2e-05
Gm15178,-2.7e-05
Hnf1aos1,-0.007484
Unc45bos,1.3e-05
Gm16084,-9.6e-05
Gm13075,8.6e-05
Gm12257,6.7e-05
X4930439A04Rik,0.005188
Gm16183,1.9e-05
X8430436N08Rik,-9e-06
Gm12354,-0.001568
Gm13274,0.000296
Gm15728,0.104321
Ncr3.ps,5e-05
Gm14396,-0.000183
Gm15829,5.8e-05
Gm12531,-2.3e-05
Gm15328,-4e-05
Gm12688,-0.000633
Gm14291,0.000358
Gm11832,-1e-04
Gm11636,0.002606
Gm5602,0.000659
Gm13391,-0.001658
Gm15326,-0.00071
Gm15733,0.000131
Gm12065,9.7e-05
Gm14169,-0.000183
Gm2415,-0.021544
Gm16068,0.001032
Gm16060,0.022303
A530076I17Rik,0.005477
Gm15942,-1.8e-05
Gm11934,0.000838
Gm16211,0.000676
Gm16159,0.000929
X9030622O22Rik,-0.032016
Gm15479,-9.2e-05
Gm15729,0.002746
Zfp989,0.00028
Gm15271,8.9e-05
Bach2os,-0.044621
Gm16196,0.001317
X9430041J12Rik,0.000455
Gm15354,-0.001207
Gm14643,0.000124
Ccpg1os,-0.086038
Gm13025,0.000243
Gm15389,0.000103
Gm14206,0.000205
Gm13029,0.000164
Gm15690,0.041799
Gm14342,8.5e-05
Gm13827,0.000251
Gm12144,-4.7e-05
Pcsk2os1,0.000972
X2700068H02Rik,0.000448
Gm6425,4.1e-05
Gm14317,-0.000145
C230034O21Rik,-4.1e-05
Gm12764,0.001773
Gm12860,0.006317
Gm15169,0.065284
Gm15462,0.000655
Zfp652os,-0.036032
Gm13571,0.004032
Bcas3os1,-0.00148
Gm13985,-0.000188
Gm12679,4e-06
Gm13783,-0.000117
Gm12462,-0.039507
Mkln1os,-0.00318
A330040F15Rik,0.006165
Gm14062,-5e-05
Gm13610,0.000449
Srrm4os,-0.001267
Gm16599,-5.3e-05
Gm11665,-0.000388
X2700069I18Rik,-0.001414
Gm8661,7e-06
Gm12660,0
Ubap1l,0.000145
Gm4887,0.000148
Rapgef4os3,-0.045787
Usp46os2,-0.000183
X5830418P13Rik,-0.000161
Gm15591,9.4e-05
Gm14258,-0.000153
Gm14329,2.1e-05
Gm7846,-0.001965
Gm12121,-0.000109
Gm16170,-0.049298
Gm15787,-0.010425
Gm12724,-1.1e-05
Gm13773,-0.00074
X3100003L05Rik,-0.001289
Gm11534,-8.1e-05
Tmem150cos,0.000346
Gm16259,8e-05
Gm15850,-0.002721
Igf2os,0.000167
Gm12496,0.001177
Gm11670,-2.9e-05
Tmcc3os,0.000238
BC039966,-0.000219
Rbm46os,0.000673
X4930558K02Rik,7.2e-05
Olfr75.ps1,-0.001382
Gm15634,-0.002116
Sox5os4,-0.000171
X2810433D01Rik,-0.016232
Frmpd1os,-0.000802
Gm15972,-0.051786
Gm15265,-6.4e-05
Gm16933,-0.001697
Snhg12,0.145018
Gm15513,0.004992
D030055H07Rik,-0.000742
Gm11716,0.000493
G630016G05Rik,0.000263
Gm12278,-6.7e-05
Gm12122,0.00074
Gm15940,-0.000167
Nbdy,-0.061186
Gm16087,-0.000229
Gm12840,0.577211
Gm11413,0.001582
E130218I03Rik,0.076202
Gm15564,0.010557
Slfn5os,0.014548
X2700033N17Rik,-0.000184
Gm14233,-0.000433
X1700007J10Rik,0.000481
Gm16310,0.000533
X4930480G23Rik,0.022486
Gm12107,-0.000514
Gm12979,0.007453
Gm11535,-0.001303
X1810059C17Rik,-0.000536
Gm15932,0.000554
Gm12932,-0.000611
Gm11626,0.000148
Gm13497,0.002554
B230369F24Rik,-0.014687
Gm13481,0.038751
Gm13441,7.2e-05
Gm13270,2.5e-05
X9630013K17Rik,0.00039
Gm16214,-1.9e-05
Gm6569,0.000323
A330102I10Rik,-0.000479
X4930593C16Rik,5.3e-05
Gm13830,-0.003056
E330017L17Rik,-0.000388
Ftx,-0.051421
Gm16246,0.000344
Gm11978,0.000196
Gm12127,0.000185
X4930529C04Rik,0.027251
X1700026D11Rik,-0.003954
Gm11195,0.00034
AV064505,0.001112
Chrna1os,0.000841
Banf2os,-0.000422
Gm12701,4.9e-05
Gm12108,-6e-06
Gm15563,0.00012
Gm15998,0.002166
X1810019D21Rik,-0.03554
X1700042O10Rik,0.005774
Mccc1os,0.000395
A630014C17Rik,-0.000806
Gm16144,5.4e-05
Gm15559,0.008906
Gm6787,0.006509
X9330198N18Rik,2e-04
Gm14123,0.007572
Gm11588,-3.2e-05
Gm16158,0.00076
Gm15645,0.039976
Gm14002,-0.025438
Gm12996,-0.009973
Gm13362,6.9e-05
Gm8865,0.147798
Gm14091,-0.000141
F730016J06Rik,-6e-06
Hoxa11os,-0.025863
Gm15199,7.6e-05
Gt.ROSA.26Sor,0.000464
X4930551O13Rik,0.000342
Gm14929,-3e-06
B430119L08Rik,-0.004204
Rsf1os1,0.000202
Gm15200,3e-04
Gm13021,-3.2e-05
Asb17os,-0.035286
Gm11722,-6.4e-05
X4933421A08Rik,0.008755
Prkag2os1,-0.000313
Gm13522,-0.045184
X9330162012Rik,-0.000432
X9030204H09Rik,0.000216
Macrod2os1,0.030798
X4933431K23Rik,0.001241
Gm11457,0.000335
Platr14,0.003023
Gm11815,-7.9e-05
X1700030C12Rik,-3.1e-05
Gm13990,4.2e-05
Gm15835,-3.7e-05
X4930571N24Rik,8.9e-05
Etaa1os,-0.001619
Gm12580,0.011106
Gm16265,0.000532
X9130204K15Rik,0.00108
Platr13,-9.9e-05
Gm15506,-0.002534
Gm14102,-0.000168
Gm16014,0.000557
Gm15287,0.025576
Gm11707,0.005749
X1700012C08Rik,-0.001729
X8030443G20Rik,2.7e-05
Nron,-0.00056
Ift88os,-9.5e-05
Gm12292,7e-06
Gm12204,0.000347
X2210417A02Rik,-0.030824
Gm13778,-0.000869
Gm14204,0.000905
Gm12681,-1.1e-05
Gm16217,4.4e-05
X4930597A21Rik,5.4e-05
B130055M24Rik,0.000526
Xist,-8.2e-05
Kif16bos,-4.7e-05
Gm15911,1.2e-05
Adap2os,0.141627
Nkx2.2os,-0.000326
X9130208D14Rik,0.148735
Gm11747,4.3e-05
Erich2os,0.011217
Gm13393,9.7e-05
Gm4473,-0.000168
Gm12762,0.000596
Gm15856,0.227972
Gm15731,0.000671
Acss2os,0.007305
Gm11351,-0.000815
Mypopos,-0.071171
Gm16758,0.000106
Gm12264,1e-05
Nespas,7.1e-05
Gm16759,-0.00081
Has2os,7.1e-05
Gm13782,-9.4e-05
Chn1os3,-0.000733
Gm13709,-0.000594
Gm12972,-0.035609
Gm13648,-0.00114
Pla2g10os,-9.4e-05
Dlx4os,-0.000157
X9530034E10Rik,-0.075449
Gm13446,-0.001515
Gm15444,0.00011
Gm15540,-4.5e-05
Platr15,0.043002
Cd101,-0.038391
Gm13133,5.2e-05
Gm2830,-0.001316
Gm15384,0.00013
Gm13583,0.000226
Gm15280,0.033069
Gm16272,-6.4e-05
Gm15500,-0.046373
Gm12002,-0.039906
Gm11192,0.001802
Gm11837,-0.032048
Gm12915,-0.003495
Dnah2os,0.051658
Gm12682,0.010162
Gm16548,-0.000988
Susd5,-0.001194
Btbd18,0.000893
C030005K06Rik,-0.043424
Gm15609,0.037927
Gm13620,-3.2e-05
Gm15510,-5.1e-05
Gm13205,-0.000451
X4930511M06Rik,-0.003893
X4930562D21Rik,0.000182
Gm15408,-0.001647
Gm12064,-0.00061
X1700007M16Rik,0.001229
Gm14330,-6.3e-05
Gm13256,-0.000217
Gm13348,-0.000122
Gm11831,9.5e-05
Gm16157,-0.00351
X2810403D21Rik,-0.001864
Gm14397,-1.7e-05
Gm12784,0.000457
Gm12949,0.000126
X4930405A21Rik,-4.6e-05
Gm13663,-0.000307
Gm15687,-0.000291
Gm13470,0.000676
Gm15743,4.1e-05
Gm15511,-0.001243
Gm14029,-0.00207
X9130015L21Rik,3e-06
C330018A13Rik,3.7e-05
Stamos,-0.04795
BC046251,-7.4e-05
Gm12249,0.000163
AA645442,-0.000883
Gm13194,-0.003455
Gm13618,-2.7e-05
Zfp286os,0.000254
Plxna4os2,7.5e-05
Gm14705,0.000509
Tvp23bos,-4e-05
Gm15551,0.000916
Gm11592,0.001799
Gm16178,-7.1e-05
Gm16023,4.9e-05
Gm12867,-0.00014
Gm11560,-0.001645
X4933406J10Rik,7.6e-05
Gm15432,-0.00022
A730081D07Rik,0.039273
Gm16237,-7.6e-05
Gm15247,-0.000218
X4933427G23Rik,-0.003642
Gm16510,-9.5e-05
Gm15747,0.061727
Gm14582,-8.3e-05
Gm15848,-0.050307
Gm12088,-0.000121
Gm15577,-8.1e-05
Gm16263,-9e-05
Gm13465,0.000426
Gm15482,-0.000386
AI427809,-0.025301
X0610009E02Rik,0.007135
B230112J18Rik,1.5e-05
Gm15655,-0.050475
Gm16069,-3.6e-05
Gm16275,0.000194
Gm13750,-0.000278
Gm15499,-0.00072
A630052C17Rik,0.001334
X4931428L18Rik,0.002454
Man2c1os,-0.000257
Gm6117,0.003024
Gm13977,0.042191
Gm14902,0.000556
Gm17029,-0.002531
Gm15816,-0.000915
Gm16201,-0.003314
Tspan2os,-0.000427
Gm15222,-0.007232
Gm13261,-0.000158
Gm11770,-0.000119
Gm11674,-0.001212
Gm15751,8.1e-05
Gm16098,2.1e-05
Gm14051,-2e-06
Cep112os1,0.000849
Gm14546,0.001149
Plxna4os1,-0.001238
X4930527A07Rik,6.6e-05
Gm11827,0.135224
Gm15587,0.000443
X1700080G11Rik,-0.030759
Gm16192,0.008752
Snhg7os,-0.000529
Far2os2,0.00037
Gm13562,-0.000348
E130102H24Rik,0.158019
Isoc2a,-0.058892
Gm11579,-0.00033
X4932702P03Rik,0.000587
Gm16222,-0.001434
X4930502E09Rik,3.5e-05
Gm15943,-0.000152
Gm43154,-0.001482
X4932443L11Rik,0.000189
Gm13054,0.00834
Platr21,-0.007576
Gm13110,-6.6e-05
Gm13657,-0.00051
Gm15677,-3.4e-05
X3110082J24Rik,-0.000175
Gm16726,0.000256
Ctrcos,0.000308
Gm13613,0.001851
X5330413P13Rik,0.00011
X1700028P15Rik,0.003444
Gm15675,-0.159528
Gm11739,-0.005356
X4930461C15Rik,1.2e-05
Gm15579,0.000363
Gm11775,0.000302
Gm13748,3.3e-05
Gm16618,0.010631
Gm16212,-0.015088
Gm11973,-0.000192
X2410006H16Rik,0.001121
E030013I19Rik,-0.021768
B230206H07Rik,0.000228
Gm13010,0.002205
Gm13642,0.001981
Tbx3os2,0.000125
Lce6a,-9.7e-05
Gm13840,0.001146
A430108G06Rik,0.000183
Gm13844,-6.1e-05
Snhg20,-0.001477
Gm1720,-0.000413
Gm15325,0.002341
Gm13546,0.097458
Gm15543,0.001314
X4930512H18Rik,0.114398
Gm4577,-8.4e-05
Gm15883,-0.011305
Gm15288,6.6e-05
Gm15672,-0.00187
Gm12828,-2.2e-05
A230072C01Rik,-0.001833
Gm13594,-0.003495
Gm13352,-0.000232
Gm16225,-0.000404
Phf2os1,0.000189
Gm15963,-0.000745
Gm11365,-4.1e-05
Gm15708,-0.000594
Cyp4x1os,0.000122
Kcnab3os,-7.5e-05
Gm11728,0.000292
Gm13404,-0.000364
Gm15276,0.000102
Gm15298,-4.8e-05
Gm13598,0.000168
Gm4926,0.000274
Gm12027,0.000165
X4930505O20Rik,-0.000178
Gm14019,0.000118
Gm16124,-0.002254
Gm16365,0.001165
Gm15903,-0.001273
Gm11630,-0.000266
X4930429F24Rik,0.000324
Gm11497,0.000875
Gm12207,-0.00029
Gm13835,0.000238
Gm11766,-0.000175
Gm14210,0.001581
Gm15956,-0.000157
Gm15063,0.002468
X4930481A15Rik,-0.068572
Gm13530,-0.00014
Gm12746,-2.5e-05
Gm15489,-4.8e-05
X4732414G09Rik,0.000237
Gm15859,0.000248
Gm15527,-0.000126
X4930522O17Rik,-0.005503
Gm13066,-0.001607
X1700051A21Rik,0.000103
Gm12596,0.000217
Aknaos,-0.000119
Gm13869,0.000768
E330010L02Rik,-0.000154
Gm12946,0.002111
Gm12248,0.003979
Gm15948,-3.4e-05
Rtl10,-6.9e-05
X4933431E20Rik,-0.037623
X4930443O20Rik,-0.000163
Bcas1os1,-0.001063
Gm15092,0.001358
Gm15334,0.000647
Gm15941,-0.000512
Rsf1os2,0.00464
Gm13544,-0.001063
Gm12981,0.001832
Gm16033,-0.000179
Bcas1os2,-7.5e-05
Gm16277,0.009871
Gm14154,0.003262
Gm13889,0.353014
Gm5530,0.000606
X2610027K06Rik,-0.033691
Gm16364,0.000345
Gm15979,6.2e-05
X4930417H01Rik,0.009697
X2900072N19Rik,1e-06
Gm16283,-0.044687
X9130024F11Rik,0.001172
A230103J11Rik,0.000544
Gm13206,-0.026371
Gm13387,0.003305
Gm16143,-0.00021
Gm13874,-2.8e-05
Tmem74bos,1.8e-05
Gm11748,-3e-06
X4930432L08Rik,0.000447
X2900079G21Rik,-0.001564
Gm14033,0.000871
Gm16295,-0.000151
Gm11611,5.5e-05
X1700110K17Rik,0.002577
Bach2it1,0.001113
Dhrs13os,-0.001282
Gm8093,0.002432
Gm15082,2.3e-05
Gm12405,-9.2e-05
Gm11948,0.035421
Gm14004,-3.2e-05
Gm11730,-0.001008
Gm12301,-0.000186
Eldr,-0.101033
Gm15857,4e-06
Sap30bpos,0.002249
Gm15518,0.001119
Gm11532,-0.00165
Gm12505,0.032678
Trp73os,4.3e-05
Recql5os1,-0.000155
Lbhd2,-0.001603
Gm12480,0.000478
Gm12199,-4.2e-05
Gm15423,-5.9e-05
Gm15083,-9e-05
Gm13016,3.5e-05
Gm13269,0.000173
Gm16638,0.000141
Nctc1,-3.9e-05
Gm13093,0.000208
Emx2os,-0.003346
X4930586N03Rik,3.5e-05
Gm11884,-0.000672
Tmem132cos,-7.4e-05
Gm13964,0.000101
AI662270,-0.003382
Gm16093,2.2e-05
X4930474H06Rik,-0.00038
Gm11264,-6e-05
Gm11399,2.5e-05
Gm7237,-1.1e-05
Gm11714,0.001357
Gm16099,-5.8e-05
Pcsk2os2,-9.5e-05
Atg4a.ps,-0.000629
Gm12279,0.000247
X4930403D09Rik,-0.012426
A230108P19Rik,0.000377
Gm12655,-0.000214
Gm16316,-0.001273
Gm16152,-0.052445
A930001C03Rik,0.033467
Gm16096,0.000352
Gm15545,-0.037875
Gm11683,0.000151
Plcxd2,0.001187
Gm12454,-0.014986
A830082K12Rik,0.107627
X1700030C14Rik,0.00147
BC064078,-0.060385
Gm14022,0
Gm6483,-0.000467
Gm15008,-0.00028
Gm16230,0.000332
Nr5a1os,0.002171
X2010001A14Rik,-0.074865
L1td1,0.000617
Gm15983,0.062019
X1700001G01Rik,-2.8e-05
Gm12962,-0.000324
Gm12153,-0.001153
X5530601H04Rik,-0.000606
Gm15133,0.098839
D230022J07Rik,-0.009742
E130307A14Rik,0.0024
A230056P14Rik,-0.038362
Gm11924,0.001446
Gm13570,0.000215
Gm11650,3e-06
Gm13872,-0.001026
Gm13431,-0.037815
D430001F17Rik,-1.1e-05
X4930412L05Rik,-1.4e-05
Gm14820,0.000224
Skint6,-0.000231
Gm13373,-0.00023
Gm13780,0.000114
Gm13097,-4e-05
Gm15818,1.3e-05
Lrp8os3,-2e-05
Gm15261,-0.095731
Gm15813,-1.2e-05
Gm13986,0.008247
X1700073E17Rik,-0.006821
Gm13147,3e-05
Gm15391,-0.000146
Lhx1os,6.8e-05
X2810408I11Rik,-0.005805
E130111B04Rik,-2e-05
Gm13209,0.000109
BC037032,-0.004428
E030042O20Rik,0.000917
X4930442L01Rik,-0.000435
Gm14015,0.001756
Mroh3,0.000113
E230016M11Rik,-0.064787
Gm43213,0.026352
Gm4750,0.000315
Kif28,0.02781
Gm15976,0.000179
Gm11844,-9.3e-05
C78197,0.000457
Gm13346,2.3e-05
Alkal1,-0.000907
Gm16120,-0.02255
Gm16062,-0.001952
Usp46os1,2e-05
Gm14379,0.001082
Gm12043,-0.000457
X2310005A03Rik,0.000287
Gm15990,0.000102
X2610035D17Rik,4.4e-05
Lamtor5,-0.00011
Gm15477,-9.5e-05
Gm15726,0.054486
Gad1os,0.013997
Gm15991,-0.029509
X4933427J07Rik,-0.000671
D330023K18Rik,-0.000344
Gm12983,0.000294
Gm15409,-0.000111
Gm13203,0.000575
X2010013B24Rik,0.000292
Gm16015,9.9e-05
Gm13580,-0.026774
Gm9013,0.000436
X4933424M12Rik,-0.000288
Gm15866,-0.015532
Gm11946,-0.005223
Gm14341,0.002751
Gm13556,0.00253
Gm3948,-6e-06
Gm9392,-0.003599
Gm12953,0.000627
Gm16725,-8.8e-05
Gm13629,-0.000171
Lipo2,-0.001068
A430035B10Rik,-0.089274
A230004M16Rik,0.000697
Gm12925,-0.001187
Gm16195,0.000291
Prkag2os2,-2e-06
X4930466I24Rik,4e-04
Gm15907,-0.000131
Gm5353,7e-06
Gm16075,0.000106
Gm12503,-0.001071
Gm12120,-2.7e-05
Bloodlinc,0.000368
X1810021B22Rik,-0.014659
Gm12690,0.001122
Gm13652,-0.000224
AW495222,0.000117
X4930526F13Rik,1e-06
Gm15860,-0.001523
Scpep1os,-0.000123
Gm15228,-0.021499
X0610040F04Rik,0.008701
X1700021N21Rik,-0.000219
Gm15627,-0.000159
X1700047K16Rik,-0.000121
Gm15582,9.3e-05
Gm16254,2.4e-05
Gm11464,-0.001823
Gm12999,-0.006598
X4930404I05Rik,-0.008799
Gm13187,0.000259
Gm13856,9.4e-05
Gm12498,0.000885
X0610043K17Rik,0.135947
Gm13710,-0.076945
Gm16347,3.1e-05
Gm13398,0.001836
C430049B03Rik,-0.002289
Junos,0.05772
Gm15491,0.115609
BC065397,-0.063098
Gm14696,0.000752
Tmem170b,-0.004352
Gm15541,-0.001404
Gm15892,0.063562
Gm15457,-7.3e-05
AV099323,-0.050036
X2210408F21Rik,0.004762
Gm16008,0.001233
Ctcflos,0.001809
Gm15558,0.003981
Frg2f1,0.000276
Gm15637,1.1e-05
Gm15420,-0.001752
Gm12128,0.000201
Gm15592,-0.000229
Gm7598,0.004856
Gm12705,6.7e-05
X4933407K13Rik,-0.07371
Rapgef3os2,-0.000237
Gm11899,-0.000256
Gm15270,0.000268
Kantr,-0.063045
Gm11752,-0.000106
Gm14232,-1e-05
E130215H24Rik,0.00017
Cers1,-0.000708
X2310065F04Rik,-0.000747
Gm15501,-0.057173
Gm11266,-0.053675
X5730405O15Rik,3.6e-05
Gm15404,7.5e-05
Gm16235,0.000178
Gm13405,0.000306
Gm14167,0.060795
Rab11fip4os1,-0.000475
Gm16156,3.4e-05
Gm13112,-2.4e-05
Gm15788,-0.0013
X4930577N17Rik,-0.000797
Gm13853,0.000102
Gm14453,-0.000295
Ppp1r18os,0.001874
Gm5475,-0.002591
Gm14286,0.113053
Gm12971,0.000269
Gm13994,-0.018451
Gm11998,-0.000858
X5330411J11Rik,-0.000488
Gm7799,-0.000329
Gm13999,0.000192
C230014O12Rik,-0.000335
A330041J22Rik,0.000384
Gm13601,-7.2e-05
Gm16142,-4.5e-05
A630031M04Rik,-0.000244
Gm13883,-0.000315
Gm12100,-3.1e-05
X4933406I18Rik,0.000222
Rap1gapos,-0.018515
Gm13822,0.225134
X4930506C21Rik,-0.000574
Gm16835,0.00016
Gm15910,0.002285
Gm12720,-0.000225
X2900089D17Rik,-0.000518
Gm13383,-2e-06
Gm15656,-0.000352
Gm15700,-0.000148
Gm13523,-5.9e-05
X2810001G20Rik,-0.001387
Gm12116,0.002689
Gm16091,-0.001812
Gm15241,0.010844
Gm16141,-0.070223
Gm11985,0.010706
Gm13236,0.001033
Gm13554,-0.000499
Tbx3os1,-0.001315
Gm13561,0.003614
AV039307,0.000741
Gm14389,-0.000161
AI646519,-0.006911
Gm12319,-1.1e-05
Gm14285,0.000279
Gm13062,2.5e-05
Gm15738,-0.000286
X9830144P21Rik,-0.000424
Gm15533,0.001498
Gm15938,0.000276
Zmiz1os1,0.001372
Gm14246,-9.2e-05
Gm16341,-0.000877
Gm11412,5.6e-05
Hopxos,-0.000672
Gm15878,0.000371
Gm16576,-2.5e-05
Gm13966,0.000166
Platr27,-0.000626
Gm13427,0.017504
Gm14343,-0.000648
X5730412P04Rik,-2.4e-05
Gm15764,0.000102
Gm8464,0.000393
C030037D09Rik,0.000437
Gm12976,0.002293
Gm13299,-6.5e-05
Ccdc142os,-0.001284
Hectd2os,-0.000832
D430040D24Rik,0.001403
Epb41l4aos,0.006141
Gm14635,5.8e-05
Gm16174,0.107757
X1810012K08Rik,5.5e-05
Gm11715,0.003583
Gm15345,3.2e-05
Zfp111,-0.000393
Uchl1os,0.001222
Cdrt4os1,6.4e-05
Gm16121,-0.000106
Gm16253,0.000213
X4930458D05Rik,-0.010336
A230005M16Rik,0.004342
Gm13855,-6e-05
Gm12514,5.8e-05
Pnpla1os,0.000952
Gm14257,-0.000321
X5330434G04Rik,-0.000292
X1700003G18Rik,-0.00123
Gm12290,0.003732
Gm12404,0.003429
X9230111E07Rik,0.040241
X4930419G24Rik,-6.1e-05
Gm15050,-0.012287
A230059L01Rik,-0.001101
Gm12246,0.001063
Gm11513,0.000223
Gm6058,0.002059
Gm14455,-0.001481
Gm13414,0.000394
Gm4660,7e-06
Gm11986,1.7e-05
Gm11773,-0.000141
Gm15512,0.000194
Gm12811,-0.000135
Ighe,-0.000279
Gm14703,0.059422
E130018N17Rik,8e-05
X1500009L16Rik,0.001566
Gm12256,0.000186
Hotairm1,-0.010832
Gm12606,0.052208
B230398E01Rik,0.049054
Gm11373,0.007812
Gm13381,-5.8e-05
Gm11724,-0.000264
X9530036M11Rik,-0.000976
Gm15122,-9e-04
Gm15226,-1.6e-05
Gm14120,1.2e-05
Tmem250.ps,-0.050678
Gm13565,-0.005517
Gm11712,0.023507
X1200007C13Rik,0.197665
X1700122E12Rik,-0.000541
Pet100,8.2e-05
Gm15845,-0.014813
Gm16031,-2e-06
Gm15674,-0.107743
Gm11940,-0.001022
Gm16191,-0.000522
A530058N18Rik.1,-0.000512
Gm16291,-0.012494
Gm13031,0.000105
Gm15283,0.119268
Gm13493,-3.9e-05
Gm24644,0.003496
Gm23470,8e-04
Gm23172,-0.000232
Gm25117,-0.003786
Gm23954,6.5e-05
Gm26102,0.00727
Gm22442,-3e-06
Gm25281,0.000219
Gm25282,3.6e-05
Gm23232,0.000222
Snora81,0.000654
Gm26049,-4.8e-05
Gm25394,0.00066
Gm25395,-9.7e-05
Gm22228,-4.1e-05
Gm24262,0.008743
Mir1949,0.004082
Gm24059,0.000112
Gm24060,-0.000248
Gm26070,-0.000395
Scarna3b,0.000295
Gm23540,-0.000189
Gm25220,-0.000104
Gm23094,-5.9e-05
Scarna2,0.000183
Gm23751,-0.000304
Gm22079,0.010736
Gm22600,0.00018
Gm25427,4.2e-05
Gm25426,-0.00019
Gm25424,0.000117
Snord13,0.056002
Gm24289,-0.001473
Gm24776,-4.9e-05
Gm23122,0.054036
Gm26414,-1.5e-05
Zakit,0.000484
Gm24507,4e-05
Gm26187,9.3e-05
Gm22849,0.000119
Gm23865,-1.2e-05
Gm24011,-0.000132
Gm24009,0.000241
Gm25184,-0.000241
Gm25881,2e-05
Gm23078,-9.4e-05
Gm23084,5.5e-05
Mir1946b,0.000745
Gm23077,-1.7e-05
Gm24399,9.4e-05
Gm24436,5.4e-05
Gm26083,0.000126
Gm24959,-0.002164
Gm22098,0.000579
Gm23780,0.000608
Gm23783,0.000134
Gm22965,-0.000148
Gm24601,-3e-05
Gm24186,0.000577
Gm24187,-9.2e-05
Gm23318,0.000597
Gm23030,-1.3e-05
Gm24846,0.000402
Gm24845,4e-06
Gm22803,-1e-06
Gm24000,0.000706
Scarna17,5e-06
Gm22328,0.003502
Gm25556,1.2e-05
Gm22728,0.000744
Gm23897,0.000156
Scarna13,-7e-06
Gm22540,6e-06
Gm22388,0.025841
Gm25224,-2e-05
Gm23547,0.001119
Gm26357,0.000185
Gm26355,0.000412
Gm24724,1.8e-05
Gm24727,0.001612
Gm25862,-0.000845
Gm22516,-5.3e-05
Gm25435,-0.00013
Gm22611,0.000364
Gm22607,-1.8e-05
Gm25925,0.000663
Gm23762,-0.000849
Gm25605,0.051801
Gm22767,1.3e-05
Gm22766,-3e-05
Gm25520,-1.8e-05
Gm25010,-1.9e-05
Gm23354,0.000111
Gm22839,-1.2e-05
Gm24363,2.3e-05
Gm24498,7e-06
Gm25654,-0.000152
Gm23114,0.000314
Gm26407,0.00043
Gm25265,-9e-05
Gm25266,0.000588
Gm23582,0.016784
Gm22431,4.2e-05
Gm22435,7.4e-05
Gm25767,0.018169
Gm23386,-0.000215
Mir1931,0.000574
Gm23119,0.000337
Snora78,1.7e-05
Gm22890,-9e-06
Gm26468,0
Gm24553,-1e-04
Scarna6,-5.2e-05
Gm26024,3e-05
Gm24277,-6.8e-05
Gm23209,-0.000711
Gm23205,0.019893
Gm23823,0.001082
Gm24876,0.000293
Gm24878,3.6e-05
Gm22009,0.00028
Gm24225,-0.000196
Gm25363,0.002927
Gm25364,0.000407
Gm23475,-6e-06
Gm23473,-0.000341
Gm23833,5e-05
Scarna3a,0.000702
Gm25835,0.000388
Gm24666,4e-05
Gm25348,-0.000181
Gm23343,-6.4e-05
Gm22500,7.3e-05
Gm22708,3.3e-05
Gm9727,0.001583
A230009B12Rik,-0.000276
Nat8b.ps,-0.029752
Gm16559,-0.028701
X1700058P15Rik,0.076979
Gm2862,-0.00023
Gm6397,0.001452
Gm16301,0.024417
Gm5766,0.000193
Gm15796,-0.001289
Gm2245,0.078312
Gm15790,0.00155
Gm16353,-0.000268
Gm16025,0.001214
Gm15841,-0.000672
Gm16271,-0.030163
Gm16585,-0.011934
Mia,-0.000139
Gm14057,-3e-04
Gm15651,-0.000235
Fcor,0.002592
Tnfsf13,-0.118027
Gm16581,-0.000264
Gm16537,0.000309
